product_id,product_name,category,cost_price
0992c6cba95a13bfa68ea7d5e22d478b,Ferramentas Jardim Item #5073,Ferramentas Jardim,260.86
b1eae565a61935e0011ee7682fef9dc9,Perfumaria Item #5185,Perfumaria,279.93
2734390ee304b0f4817b3c233094fc16,Instrumentos Musicais Item #5522,Instrumentos Musicais,167.3
32ee3f4e2493045726807808d7abbab6,Cama Mesa Banho Item #604,Cama Mesa Banho,62.93
c2367eda4f9623d0355dc5d7796d857a,Cama Mesa Banho Item #9982,Cama Mesa Banho,454.93
7f34b85142d1ef9e077a0da9ada27385,Moveis Decoracao Item #7066,Moveis Decoracao,83.93
c478b1bbf9ec8c5691f37ccb83187386,Informatica Acessorios Item #7940,Informatica Acessorios,97.93
f9ecf420c38b90a8af8e7f70fd789264,Esporte Lazer Item #2157,Esporte Lazer,62.93
3a6a0247ced9dcb444b46caafdcdd368,Beleza Saude Item #3340,Beleza Saude,88.2
adf591c625cb265c12bc6749d3a2f757,Beleza Saude Item #3555,Beleza Saude,22.11
3e0f398b664b26e3224c79dbf435191f,Esporte Lazer Item #3027,Esporte Lazer,34.93
64c8f1a52b407d92518a1f8b79240a70,Telefonia Item #384,Telefonia,17.11
af16005fca813272caf59c432153949e,Moveis Decoracao Item #5212,Moveis Decoracao,53.13
e6a1ff3552ba3305c1cf0a4dde50347f,Automotivo Item #6221,Automotivo,41.93
d8a405c732027a2af3187b031890933d,Automotivo Item #800,Automotivo,20.93
ce94e3c41145e28428cdae952a1fd7f2,Relogios Presentes Item #1597,Relogios Presentes,482.3
3f0f8de616df6efb39a48f3c64eea974,Cama Mesa Banho Item #1073,Cama Mesa Banho,28.0
6ddc95e87149457c4c5177b0a474a9ba,Moveis Decoracao Item #327,Moveis Decoracao,6.99
a2e2851eae0aebb8ee4df32348b42e2b,Informatica Acessorios Item #5072,Informatica Acessorios,208.6
723f62c36c298037716bf60c0ad0df3a,Relogios Presentes Item #8015,Relogios Presentes,45.5
b2b3503e675abbc07e278151da072ed2,Moveis Decoracao Item #9927,Moveis Decoracao,139.99
c18c01e09509a509e2b88d3ed40c580e,Bebes Item #3867,Bebes,160.99
a41e356c76fab66334f36de622ecbd3a,Product #2880,,69.51
e7cad5e8ed9b92e788262ad710c33bd0,Esporte Lazer Item #1035,Esporte Lazer,44.73
c33d78b97260227119fb2b71be168fca,Cama Mesa Banho Item #6988,Cama Mesa Banho,60.52
e8fd6f481db77b847e7ab93fa1510e7e,Eletroportateis Item #2851,Eletroportateis,153.93
67bea89008edcb996cfe4e3d062b62a8,Utilidades Domesticas Item #978,Utilidades Domesticas,32.89
e8e86cbab028363545a5bf0ca5e226ee,Moveis Sala Item #9902,Moveis Sala,97.93
c12b64bf0861a27e0f06c36ef82f457d,Esporte Lazer Item #1881,Esporte Lazer,34.93
6f0169f259bb0ff432bfff7d829b9946,Casa Construcao Item #4056,Casa Construcao,83.37
b6f3b8136ba8302906df7e11ff908751,Pet Shop Item #4261,Pet Shop,279.3
2be2be0a6a5916840503fdf50808ebcb,Utilidades Domesticas Item #7659,Utilidades Domesticas,16.94
8efa775719397f78f79c8e5c7b0afbd4,Moveis Decoracao Item #8287,Moveis Decoracao,53.9
9e87e3ee09baee5f5c0513ff37bc60ab,Cama Mesa Banho Item #6464,Cama Mesa Banho,67.67
a0abcee0132a5aed003d98e459b37698,Cama Mesa Banho Item #8354,Cama Mesa Banho,82.59
7f6308ba4057a6a740af7b4dcfb79c13,Telefonia Item #5010,Telefonia,27.99
1eb4a9aee05c9cad041e09add2a26d68,Malas Acessorios Item #3306,Malas Acessorios,33.53
8da90b37f0fb171b4877c124f965b1f6,Perfumaria Item #8713,Perfumaria,96.53
712a72a78ffb66cb6eee87eebbf54519,Esporte Lazer Item #2785,Esporte Lazer,95.2
c5fb7fbe39f4e09e048ffbc5b28db49a,Sinalizacao E Seguranca Item #1329,Sinalizacao E Seguranca,33.18
f17b05cc8a7651896df8c30884200e9a,Climatizacao Item #255,Climatizacao,77.21
55ec10b39713ee81ee2c5bcb558cf866,Fashion Bolsas E Acessorios Item #8720,Fashion Bolsas E Acessorios,9.31
c190c4fe582c5b7ffff586506de83f01,Moveis Decoracao Item #6456,Moveis Decoracao,33.53
f908df99196805b5bc4ada9ef510b11b,Esporte Lazer Item #9602,Esporte Lazer,146.93
ac5bae85a895724330c4acddd581b02b,Telefonia Item #4022,Telefonia,139.3
d8dee61c2034d6d075997acef1870e9b,Product #4862,,69.84
cbaff83e2c00a2b731d27276bbf52082,Artes Item #2788,Artes,175.0
ad67f74682943e3857eebf3ca2538d1a,Cama Mesa Banho Item #4545,Cama Mesa Banho,69.92
1e12f1836c1f08b25ef78fcdf76fbf08,Ferramentas Jardim Item #121,Ferramentas Jardim,51.9
acd427ee119d5c71c7a85ae488cb0a6a,Fashion Bolsas E Acessorios Item #510,Fashion Bolsas E Acessorios,26.6
60cf4effb6947283fa638d570bd07318,Bebes Item #120,Bebes,188.3
51fed4afb1b41d00ad9d25a73b7fbbc7,Consoles Games Item #9576,Consoles Games,20.99
bb09cce52b336261572a5a7e25a33795,Utilidades Domesticas Item #3815,Utilidades Domesticas,9.17
65a6462e42e05ab3b8dc613566736825,Malas Acessorios Item #5324,Malas Acessorios,126.7
f2396540fbfac27b5117f0dbd6744b50,Cama Mesa Banho Item #5171,Cama Mesa Banho,76.3
70d1bd3a042448105a71d0b41ecbc96b,Consoles Games Item #2203,Consoles Games,118.29
0075c14603d80515e20908c156ceb47b,Esporte Lazer Item #7288,Esporte Lazer,34.93
5a42f73d92034010a4e00360fb0df099,Esporte Lazer Item #7263,Esporte Lazer,27.67
bcd58b852a3b0152b6b384c4e4474ba2,Cool Stuff Item #8150,Cool Stuff,88.48
2bfb0bdbcea77da2879f0ef3be9a219e,Consoles Games Item #7886,Consoles Games,490.28
87fb220044e9aca16fbec51c6c997aa0,Relogios Presentes Item #7798,Relogios Presentes,69.3
484bf1dff778a416389aafd0dee1cb11,Brinquedos Item #4207,Brinquedos,42.0
56139431d72cd51f19eb9f7dae4d1617,Product #5035,,32.13
3cef8174403f4fdedbf24fa67fa9f132,Bebes Item #8332,Bebes,559.99
003938452c98ff9ab28e9e7b4bfe97ab,Moveis Sala Item #3529,Moveis Sala,125.93
8d6cb00151d423c52855385c89f0bae8,Automotivo Item #4207,Automotivo,335.99
5877301b00f95e3c6118738b293dfab3,Eletrodomesticos Item #200,Eletrodomesticos,27.99
e0bbe6292471ff5ab3752414baf78111,Relogios Presentes Item #175,Relogios Presentes,223.93
dd768d259ee6054e0dadd66c8e2be0b6,Cama Mesa Banho Item #6196,Cama Mesa Banho,20.99
fc2edee55f4118969f4dc49f7a717605,Automotivo Item #8031,Automotivo,125.64
b521fddf2c8a7e7d1791bfb3c1b2f278,Esporte Lazer Item #3184,Esporte Lazer,77.0
46b48281eb6d663ced748f324108c733,Product #139,,59.43
db7e6804f1a8206a7e51c9a741a09d9e,Brinquedos Item #201,Brinquedos,125.3
50556c630443502c11acde1c320fe278,Beleza Saude Item #4740,Beleza Saude,90.93
88d2c501ec765f5d7e8038fa6aab0e62,Beleza Saude Item #4119,Beleza Saude,17.49
722fb67c17907e21734449c091420bf5,Utilidades Domesticas Item #4652,Utilidades Domesticas,77.0
43b6d9e46e1e6b8ac743a1c31e462937,Ferramentas Jardim Item #1447,Ferramentas Jardim,615.3
1ffe365aa7583189e63f2fa4f060b269,Esporte Lazer Item #5479,Esporte Lazer,383.59
3014e35fd70fce29095ced5cdc89f4ce,Telefonia Item #9874,Telefonia,17.16
e869d449cc32881790ef9af9b4c670f8,Moveis Escritorio Item #9762,Moveis Escritorio,279.93
a1b3a75aaaee5c9a683f2266c088f720,Relogios Presentes Item #1078,Relogios Presentes,279.93
7fdbc1ecf5fdf5c98d9b14e110133eb3,Esporte Lazer Item #3631,Esporte Lazer,12.13
15b3d40f375c0645c1eed4ed1cd8e17a,Fashion Bolsas E Acessorios Item #3103,Fashion Bolsas E Acessorios,16.79
1cf39a397efa955b102a52ee7ec5531c,Automotivo Item #811,Automotivo,349.99
f9471562478eba8761bc985b968a0092,Utilidades Domesticas Item #6509,Utilidades Domesticas,41.06
e96bac5656eaec25f3d76757fa16d9d3,Casa Construcao Item #7854,Casa Construcao,83.89
16b06ede456b922e56fbb4b3818aa875,Fashion Bolsas E Acessorios Item #2197,Fashion Bolsas E Acessorios,24.43
c7147724cd430269c6296fc758c0a086,Utilidades Domesticas Item #8778,Utilidades Domesticas,29.4
dbb399a8be7395d5b136d49fcdce13df,Informatica Acessorios Item #7522,Informatica Acessorios,83.93
ed46d1fbd7bf78ce79910c09fb892abb,Esporte Lazer Item #5028,Esporte Lazer,76.3
d458378a178cd7cae60052319cebf235,Papelaria Item #4954,Papelaria,91.7
596363933adf57df745ecbc8afeec226,Esporte Lazer Item #1458,Esporte Lazer,51.72
4473f3e5c65952b074ef987fa5c24662,Telefonia Item #4360,Telefonia,20.66
8c9faf6aabee9b2a30b83f92d786f6de,Livros Interesse Geral Item #9425,Livros Interesse Geral,82.53
8e71b24c3e25a92fef6176120a67fac7,Informatica Acessorios Item #9483,Informatica Acessorios,111.99
828fe032935d7c1901682e5b6cc076c2,Perfumaria Item #716,Perfumaria,69.86
19502a282608c5627fb32e22724727fc,Brinquedos Item #6859,Brinquedos,69.93
df473738565b52f77b4e22b328b41576,Construcao Ferramentas Ferramentas Item #3865,Construcao Ferramentas Ferramentas,16.38
657491063e8a63247a108a4d9cedf020,Brinquedos Item #63,Brinquedos,68.53
a388f2043ca885de714453e4fac616e2,Telefonia Item #7539,Telefonia,17.43
4c6018f41a6c2e5543cc034e94f5ce5b,Ferramentas Jardim Item #3807,Ferramentas Jardim,517.3
a85543a371d5cfafedb80a8177a692b5,Utilidades Domesticas Item #3675,Utilidades Domesticas,11.83
6b017e0d95d8765a6f2bed3bc272c61e,Fashion Underwear E Moda Praia Item #1720,Fashion Underwear E Moda Praia,41.93
6d14f72afff32795290f2df6507f063c,Malas Acessorios Item #4059,Malas Acessorios,73.48
75b433ca888fe027b18dfac89a284667,Eletronicos Item #6322,Eletronicos,9.03
9aa70106d14b83c7ad033592870b2b30,Utilidades Domesticas Item #5801,Utilidades Domesticas,33.53
42fe4aefc7e8a45dd96a59af81dd3fef,Automotivo Item #9916,Automotivo,76.93
a04cf12934a318be6550b1aeab938bf2,Fashion Calcados Item #4485,Fashion Calcados,255.5
224703229a7c966a5b191651e1561be2,Esporte Lazer Item #3926,Esporte Lazer,33.54
43724b27731595d954e911f443fb1cc4,Construcao Ferramentas Construcao Item #581,Construcao Ferramentas Construcao,111.82
b29ca3d3127057c43ef4b364bbe360ea,Beleza Saude Item #623,Beleza Saude,174.99
5e21d5cab5d33e770d8150a4ee6117db,Relogios Presentes Item #1547,Relogios Presentes,34.3
55610b8b7d48294e69fc23f513dfbe98,Moveis Decoracao Item #1587,Moveis Decoracao,10.5
68bfdbfe84f03af17733b10362f10020,Moveis Decoracao Item #341,Moveis Decoracao,31.5
5fb61f482620cb672f5e586bb132eae9,Product #4413,,48.93
a5bc1334f1762ce0a844f3f694dc08e1,Cama Mesa Banho Item #430,Cama Mesa Banho,48.99
701ff123e9085dcc9c2f833efded6374,Cool Stuff Item #1313,Cool Stuff,273.0
73b499a2f5002c0a2158a478cc5a096c,Utilidades Domesticas Item #4634,Utilidades Domesticas,97.99
42f14eda412436b96cde4f4025ed5f25,Esporte Lazer Item #6198,Esporte Lazer,65.33
47969dd948e918289f809be899ddfb4c,Papelaria Item #163,Papelaria,30.88
446295cf6f689d4db477145815362608,Papelaria Item #7372,Papelaria,52.85
280c05c66173c2b377f3e449e33abc6d,Brinquedos Item #3203,Brinquedos,55.93
4a96de21ccfb22ebe1c56992acbbd7fc,Climatizacao Item #1076,Climatizacao,75.6
c45a1de8cdb00af9ba1f3c097561b77a,Cama Mesa Banho Item #5306,Cama Mesa Banho,41.3
1b37262ebd1307a6c9aab9aca8584e76,Pet Shop Item #2140,Pet Shop,571.9
04869307f7e7dc5b07f1d83406ade1e5,Brinquedos Item #7409,Brinquedos,97.93
8bb6ace4cf2411747ea1cfecad5a458d,Bebes Item #6560,Bebes,77.0
21db47f6493b06e8e7fc562ec9890e77,Informatica Acessorios Item #364,Informatica Acessorios,55.99
f4d705aa95ccca448e5b0deb6e5290ba,Cama Mesa Banho Item #519,Cama Mesa Banho,17.43
bbaef2eadf31fe3ea6702077398be06c,Perfumaria Item #4819,Perfumaria,39.89
3fc3d637781e5d185455013606a6e2cd,Eletronicos Item #4712,Eletronicos,22.19
21d325f98c6505a72b1bcf363f3d3f88,Brinquedos Item #6784,Brinquedos,31.49
f6691c7e7a0c12d28003c97608dfe605,Fashion Roupa Masculina Item #7097,Fashion Roupa Masculina,136.5
c615805546392ec3b8a20c6590c4d400,Pet Shop Item #3181,Pet Shop,104.3
6e9c52b407fea24064f7ab2b144fbf8c,Bebes Item #3197,Bebes,194.25
e07f6e9343cad06f34d0a7a09eeac4d7,Beleza Saude Item #4516,Beleza Saude,20.01
80fc21f90a43fdcfc623f11f5457db10,Relogios Presentes Item #6553,Relogios Presentes,82.6
9cafef108028ea326352e901a8b729a7,Cama Mesa Banho Item #7359,Cama Mesa Banho,51.05
dd783a33bc94bef9c728611320d559e7,Beleza Saude Item #372,Beleza Saude,31.5
ec019a7e1feb42072e2a07b6317c7edb,Brinquedos Item #8290,Brinquedos,24.49
20424e1f503b9ceeeee60b717b11ec36,Utilidades Domesticas Item #5915,Utilidades Domesticas,101.5
795ed173180b101b114960e572d2181f,Malas Acessorios Item #1899,Malas Acessorios,34.23
40a75445dcf4958b8c9b3dac6898094b,Esporte Lazer Item #8219,Esporte Lazer,46.13
fff0a542c3c62682f23305214eaeaa24,Papelaria Item #8119,Papelaria,5.23
21419fbb5e6e21591c1dc83cb75aec07,Casa Construcao Item #8257,Casa Construcao,530.45
d801448d8cf48fd15a66dc8779d47241,Relogios Presentes Item #9714,Relogios Presentes,111.23
d1fbb5683c8e93f314d0f2bf40d07761,Cama Mesa Banho Item #6630,Cama Mesa Banho,66.52
4e7f36f28c51e114a343625b628dd429,Cool Stuff Item #5493,Cool Stuff,13.65
58bef3ad35aed45b92cf03510e6cf5ce,Esporte Lazer Item #7637,Esporte Lazer,84.7
532d7f19b8005e415f5b98a1cf4a8690,Utilidades Domesticas Item #6304,Utilidades Domesticas,13.26
aedb7e30007f6051c5b3f97156b0848a,Artes Item #8708,Artes,8.4
c752f2bc46ad4b389290cf5828a1db62,Beleza Saude Item #6671,Beleza Saude,24.43
7207700449f2433076d70a5b1c004eb4,Consoles Games Item #1922,Consoles Games,57.33
582dfc3697c5f834a5ddf28460ba9222,Fashion Bolsas E Acessorios Item #1189,Fashion Bolsas E Acessorios,13.99
54910b8287ecea5f93a008ebfa94a15c,Cama Mesa Banho Item #5221,Cama Mesa Banho,200.2
ecaae002060173ec59f5b168cbd55d70,Automotivo Item #6708,Automotivo,23.03
9e48435521202c8795e21ac42efcc761,Informatica Acessorios Item #9243,Informatica Acessorios,20.99
f46c384460008df0071849d01b39834f,Esporte Lazer Item #863,Esporte Lazer,41.23
4fe53f6c123977ffa0dda91a2962c9e8,Moveis Decoracao Item #1357,Moveis Decoracao,13.93
7aeb83cae61b0e94e6426cba2598ad9e,Utilidades Domesticas Item #6095,Utilidades Domesticas,34.93
3fc23ad64a8ee1f1451c8c44932c5d22,Construcao Ferramentas Ferramentas Item #8854,Construcao Ferramentas Ferramentas,6.92
e10758160da97891c2fdcbc35f0f031d,Product #3726,,39.2
dccef777bc505f2eca720502c209988d,Eletrodomesticos Item #1671,Eletrodomesticos,58.8
b6be875acca0b4862cae6479c5d9e6fa,Ferramentas Jardim Item #4683,Ferramentas Jardim,13.37
84e1b9c6ba2ed178bd217097b41f1251,Moveis Cozinha Area De Servico Jantar E Jardim Item #1605,Moveis Cozinha Area De Servico Jantar E Jardim,52.43
93c285dad77a797cf2193ead6afbe107,Utilidades Domesticas Item #4669,Utilidades Domesticas,46.13
1ba7948f3aa31cdaf78a4885f3c5385a,Brinquedos Item #6461,Brinquedos,97.99
6a61a5d77a8571a0646e8c0f75f572f4,Beleza Saude Item #2539,Beleza Saude,116.13
0e40b1ed4cfd3da1962ec91913e54ba8,Eletronicos Item #1879,Eletronicos,9.55
2de8789bf8abcd2f6c7866f9429b1986,Pet Shop Item #7836,Pet Shop,44.8
d394d30215872be4cda2c67c1ce5b981,Esporte Lazer Item #5863,Esporte Lazer,23.8
9181a16945ef449aa81212d5139945ec,Bebes Item #6682,Bebes,69.3
b166907a5770631b7deedd0891b1b7ab,Utilidades Domesticas Item #8492,Utilidades Domesticas,52.39
302a19dacdbb5ed2f74f9dee8126ef79,Bebes Item #4913,Bebes,37.8
1fb2c1a0d7f863e0644077cb5d8f80df,Moveis Escritorio Item #5464,Moveis Escritorio,149.26
0a17941f41b99d2f070fab54b458a4a4,Malas Acessorios Item #5405,Malas Acessorios,80.43
98190f6a2c3253d07ca86525bb238162,Eletronicos Item #903,Eletronicos,52.63
a18a23a783fb7576a8f0f6fbc2ae2b58,Beleza Saude Item #5044,Beleza Saude,162.66
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,Brinquedos Item #5244,Brinquedos,69.43
71c808620fa8dafbe6cd6c638cc67567,Esporte Lazer Item #7278,Esporte Lazer,30.73
25cdef5b1428725aa16b8b9a6fbd72ca,Industria Comercio E Negocios Item #8594,Industria Comercio E Negocios,45.43
a1bf559ac1eab015ba992bd76d9d76c7,Informatica Acessorios Item #9764,Informatica Acessorios,17.37
3b82733180834cc02658403163260204,Moveis Escritorio Item #4525,Moveis Escritorio,160.99
eca3036ef7ba11b3331c334b7053fe13,Telefonia Item #3995,Telefonia,31.42
6b75ce117b8fcc75289cb6cbe589de6c,Telefonia Fixa Item #8399,Telefonia Fixa,140.35
23ab7bb9eac81e85ec43ed71064cf7ce,Cama Mesa Banho Item #6279,Cama Mesa Banho,20.99
5cfe07a11fd4f35d3c5ca21cd60cee6e,Fashion Calcados Item #634,Fashion Calcados,64.68
78119fbfa709d07b86f5ccf15043c6d6,Cool Stuff Item #6817,Cool Stuff,136.04
9138555a5066b7f16bf15e75c7db067c,Construcao Ferramentas Iluminacao Item #9235,Construcao Ferramentas Iluminacao,55.93
1ec5373950b7877c5de483a123223810,Esporte Lazer Item #8332,Esporte Lazer,122.5
34607082301052079a3bffcd12c5ecfb,Utilidades Domesticas Item #5017,Utilidades Domesticas,315.0
4ceab0364ce2bef8363b89f4719bbff7,Cama Mesa Banho Item #3079,Cama Mesa Banho,69.93
c9fe02894880831f6f28d5ac212d036f,Construcao Ferramentas Seguranca Item #4330,Construcao Ferramentas Seguranca,76.3
3c883b9d3fd2d0ce448d4136349dc0a4,Cama Mesa Banho Item #8782,Cama Mesa Banho,38.18
98d0e0ca6213edc063889593a2475e36,Automotivo Item #3704,Automotivo,1182.3
f2c1df0fc307ec60e3321c708c1dcac3,Cama Mesa Banho Item #7238,Cama Mesa Banho,33.6
622d3b263cd40b06e1eeea144fb83f19,Bebes Item #4294,Bebes,10.49
15cd31f93b25e5a517f05b1af31d353f,Brinquedos Item #8872,Brinquedos,31.5
cd7701670288642f7be9437dec9034c1,Perfumaria Item #8508,Perfumaria,69.99
3519403062e217f433e0bbdc52e0b19f,Consoles Games Item #5537,Consoles Games,27.93
37dffde0476450e75dae423136954b0f,Automotivo Item #7809,Automotivo,104.3
d68bd4dedccc5545b1ff6629de8fb021,Informatica Acessorios Item #6957,Informatica Acessorios,34.93
e4c0d69bafff0157f574aae9a147a8c1,Moveis Decoracao Item #1774,Moveis Decoracao,6.99
b6b4ab44d1f3c2a645abbda76af2a993,Relogios Presentes Item #794,Relogios Presentes,62.93
d19d6968c8fa843da04bf9c9d23c312f,Automotivo Item #1533,Automotivo,58.03
